,code,level,processed_code
14269,print 'vandaag krijg je een toets!,6,print % % % % % % % % % % % % % % % % % % % % % % % % 
14289,print 'vandaag krijg je een toets1',6,print % % % % % % % % % % % % % % % % % % % % % % % % % 
14347,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % 
14374,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else 'oke dan niet'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else % % % % % % % % % % % % 
14384,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else print 'oke dan niet'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else print % % % % % % % % % % % % 
14395,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times print 'oke dan niet'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % 
15516,print '10000 keer 10 is ' 10000 * 10 ,6,print % % % % % % % % % % % % is % % % % % % *% % 
15518,print ik en jij zijn dommer dan een vlieg,6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
15520,print 'ik en jij zijn dommer dan een vlieg',6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
15521,print 'wie dit leest is een domme loser!!!',6,print % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % 
15526,print '5 keer 5 is...0 ',6,print % % % % % % % % % ...% % 
15529,"kleur is ask Wat is je lievelingskleur?
if kleur is groen repeat 3 times print 'mooi!' else repeat 5 times print 'jij bent een domme loser!!!!!'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % 
15530,"kleur is ask Wat is je lievelingskleur?
if kleur is groen repeat 3 times print 'mooi!' else repeat 10 times print 'jij bent een domme loser!!!!!'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % 
15531,"kleur is ask Wat is je lievelingskleur?
if kleur is groen repeat 3 times print 'mooi!' else repeat 10000 times print 'jij bent een domme loser!!!!!'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % 
15939,print '5x5=' 5 * 5,6,print % % % % =% % *% 
15940,print '4000x4000=' 4000 * 4000,6,print % % % % % % % % % % =% % % % % *% % % % 
16448,print 'poep',6,print % % % % % % 
16811,"print '1|2|3'
print '-----'
print '4|5|6'
print '-----'
print '7|8|9'
thesi is ask Πού παίζεις με τα Χ;
if thesi is 1 print 'X|2|3' else if thesi is 2 print '1|X|3' else if thesi is 3 print '1|2|X'
print '-----'
if thesi is 4 print 'X|5|6' else if thesi is 5 print '4|X|6' else if thesi is 6 print '4|5|X'
print '-----'
if thesi is 7 print 'X|5|6' else if thesi is 5 print '4|X|6' else if thesi is 6 print '4|5|X'",6,print % % % % % % % print % -----% print % % % % % % % print % -----% print % % % % % % % % % % % % is ask ΠούπαίζειςμεταΧ;if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % print % -----% if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % print % -----% if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % else if % % % % % is % print % % % % % % % 
17125,"print '1 keer 1 is ' 1 * 1
print '2 keer 2 is ' 2 * 1",6,print % % % % % % % is % % *% print % % % % % % % is % % *% 
17127,"print '1 keer 1 is ' 1 * 1
print '2 keer 2 is ' 2 * 2
print '3 keer 3 is ' 3 * 3
print '4 keer 4 is ' 4 * 4",6,print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% 
17128,"print '1 keer 1 is ' 1 * 1
print '2 keer 2 is ' 2 * 2
print '3 keer 3 is ' 3 * 3
print '4 keer 4 is ' 4 * 4
print '5 keer 5 is ' 5 * 5
print '6 keer 6 is ' 6 * 6
print '7 keer 7 is ' 7 * 7
print '8 keer 8 is ' 8 * 8",6,print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% print % % % % % % % is % % *% 
18642,print 'nee stop is ' gay,6,print % % % % % % % % is % % % % 
18644,print 'nee stop is ' ,6,print % % % % % % % % is % 
18867,"answer is ask What is 5 times 5?
if answer is 25 print 'Good job!' else print 'Nah, sorry. Try again.'",6,% % % % % % is ask % % % % is % % % % % % % % if % % % % % % is % % print % % % % % % % % % % else print % % % % % % % % % % .% % % % % % % % .% 
18929,"tafels is 4, 5, 6, 8
keer is 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
tafel is tafels at random
keergetal is keer at random
goedeantwoord is tafel * keergetal
print 'hoeveel is ' tafel ' keer ' keergetal
antwoord is ask Weet jij het antwoord?
if antwoord is goedeantwoord print 'goedzo' else print 'foutje! het was ' goedeantwoord",6,% % % % % % is % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
18930,"tafels is 1, 2, 3, 4, 5, 6, 7, 8, 9
keer is 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
tafel is tafels at random
keergetal is keer at random
goedeantwoord is tafel * keergetal
print 'hoeveel is ' tafel ' keer ' keergetal
antwoord is ask Weet jij het antwoord?
if antwoord is goedeantwoord print 'goedzo' else print 'foutje! het was ' goedeantwoord",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
18936,"tafels is 1, 2, 3, 4, 5, 6, 7, 8, 9
keer is 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
tafel is tafels at random
keergetal is keer at random 
goedeantwoord is tafel*keergetal
print 'wat is ' tafel ' keer ' keergetal 
antwoord is ask wat is het goede antwoord?
if antwoord is goedeantwoord print 'goedzo!'else print 'foutje! het goede antwoord is 'goedeantwoord'

",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % is % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % 
18941,"tafels is 1, 2, 3, 4
keer is 1, 2, 3, 4
tafel is tafels at random
keergetal is keer at random
goedeantwoord is tafel * keergetal
print 'Wat is ' tafel ' keer ' keergetal
antwoord is ask Weet jij het antwoord?
if antwoord is goedeantwoord print 'goedzo' else print 'foutje! het was ' goedeantwoord
",6,% % % % % % is % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
18949,"tafel is 1, 2, 3, 4
keer is 1, 2, 3, 4
tafel is tafels at random 
keergetal is keer at random
goedeantwoord is tafel * keergetal 
print 'Weet jij wat het goede antwoord is van de som ' tafel ' keer ' keergetal
antwoord is ask Wat is het goede antwoord?
if antwoord is goedeantwoord print 'goed zo!!!' else print 'foutje! Het goede antwoord is ' goedeantwoord",6,% % % % % is % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % is % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % 
18951,"tafels is 1, 2, 3, 4
keer is 1, 2, 3, 4
tafel is tafels at random 
keergetal is keer at random
goedeantwoord is tafel * keergetal 
print 'Weet jij wat het goede antwoord is van de som ' tafel ' keer ' keergetal
antwoord is ask Wat is het goede antwoord?
if antwoord is goedeantwoord print 'goed zo!!!' else print 'foutje! Het goede antwoord is ' goedeantwoord",6,% % % % % % is % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % is % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % 
18952,"tafels is 1, 2, 3, 4
keer is 1, 2, 3, 4
tafel is tafels at random 
keergetal is keer at random
goedeantwoord is tafel * keergetal 
print 'Wat is het antwoord van de som ' tafel ' keer ' keergetal
antwoord is ask Wat is het goede antwoord?
if antwoord is goedeantwoord print 'goed zo!!!' else print 'foutje! Het goede antwoord is ' goedeantwoord",6,% % % % % % is % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % is % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % 
18953,"tafels is 1, 2, 3, 4
keer is 1, 2, 3, 4
tafel is tafels at random 
keergetal is keer at random
goedeantwoord is tafel * keergetal 
print 'Wat is ' tafel ' keer ' keergetal
antwoord is ask Wat is het goede antwoord?
if antwoord is goedeantwoord print 'goed zo!!!' else print 'foutje! Het goede antwoord is ' goedeantwoord",6,% % % % % % is % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % *% % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % is % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % 
18982,print '100 keer 5 is ' 5 * 5,6,print % % % % % % % % % is % % *% 
18983,print '100 keer 5 is ' 100 * 5,6,print % % % % % % % % % is % % % % *% 
18987,print '5000 keer 5 is ' 5000 * 5,6,print % % % % % % % % % % is % % % % % *% 
18992,"antwoord is ask Hoeveel is 1000 plus 6167?
if antwoord is 7167 print 'knap hoor!' else print 'probeer het eens opnieuw'",6,% % % % % % % % is ask % % % % % % % is % % % % % % % % % % % % % if % % % % % % % % is % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % 
18993,"antwoord is ask Hoeveel is 1000 plus 6167?
if antwoord is 7167 print 'knap hoor!' else print 'probeer het eens opnieuw!'",6,% % % % % % % % is ask % % % % % % % is % % % % % % % % % % % % % if % % % % % % % % is % % % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % 
19015,"kleur is ask Wat is je lievelingskleur?
if kleur is galixie repeat 1 times print 'wauw!' else repeat 1 times print 'laat maar'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % print % % % % % % % % % % 
19016,"kleur is ask Wat is je lievelingskleur?
if kleur is galixie repeat 1 times print 'wauw!' else repeat 1 times print 'laat maar!'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % print % % % % % % % % % % % 
19024,"kleur is ask Wat is je lievelingskleur?
if kleur is Galixie repeat 1 times print '!' else repeat 1 times print '.....!'",6,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % % % repeat % % % % % % print % % % else repeat % % % % % % print % .....% % 
19028,"antwoord is ask Hoeveel is 10 plus 10?
if antwoord is 20 print 'Goedzo!' else print 'je moet nog wat leren'",6,% % % % % % % % is ask % % % % % % % is % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % 
19029,"antwoord is ask Hoeveel is 10 plus 10?
if antwoord is 20 print 'knap hoor!' else print 'je moet nog wat leren'",6,% % % % % % % % is ask % % % % % % % is % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % 
21354,"print 'we gaan een quiz doen'
print 'de quiz gaat over eten en dat moet je combineren met een land'
zin is ask Heb je er zin in?
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog'
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.'
print 'wat is 2*2?'
print '2*2 is ' 2 * 2",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % *% % % print % % *% is % % *% 
21420,"print 'we gaan een quiz doen'
print 'de quiz gaat over eten en dat moet je combineren met een land'
zin is ask Heb je er zin in?
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog'
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.'
print 'wat is 2*2?'
print '2*2 is ' 2 * 2
land is ask welke taal wil je?
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programeur die geen tijd had om het ook nog eens in verschillende talen te doen'
print 'eerst een makkelijke'
sushi is ask uit welk land komt sushi?
if sushi is Japan print 'correct' else 'incorrect, Japan'
print 'nu gaan we willekeurige vragen gebruiken.'",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % *% % % print % % *% is % % *% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% 
21539,"print 'we gaan een quiz doen'
print 'de quiz gaat over eten en dat moet je combineren met een land'
zin is ask Heb je er zin in?
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog'
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.'
print 'wat is 2*2?'
print '2*2 is ' 2 * 2
taal is ask welke taal wil je?
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programeur die geen tijd had om het ook nog eens in verschillende talen te doen'
print 'eerst een makkelijke'
sushi is ask uit welk land komt sushi?
if sushi is Japan print 'correct' else print 'incorrect het was Japan'
print 'nu gaan we willekeurige vragen gebruiken.'
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, ",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % *% % % print % % *% is % % *% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
21874,"antwoord is ask hoeveel is 18 plus 300?
if antwoord is 318 print 'inderdaad goed zo!' else print 'helaas dat is onjuist'",6,% % % % % % % % is ask % % % % % % % is % % % % % % % % % % if % % % % % % % % is % % % print % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % is % % % % % % % % 
21913,"goeieantwoord is 9 * 39
print 'hoeveel is 9 keer 39?'
antwoord is ask weet jij het antwoord?
if antwoord is goedantwoors print 'goedzo' Else print 'foutje! het was ' goedeantwoord",6,% % % % % % % % % % % % % is % *% % print % % % % % % % % is % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % % % % % % % % print % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
22533,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times
print 'oke dan niet'
som is ask 'wat is 123-34'
if som is 89 print 'goed zo nu de volgende'else print 'jammer die is fout'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % is ask % % % % is % % % -% % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % is % % % % % 
22539,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times
print 'oke dan niet'
som is ask 'wat is 123-34'
if som is 89 print 'goed zo nu de volgende' else print 'jammer die is fout'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % is ask % % % % is % % % -% % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % is % % % % % 
22546,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times
print 'oke dan niet'
som is ask 'wat is 123-34'
if som is 89 print 'goed zo nu de volgende' else 'jammer die is fout'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % is ask % % % % is % % % -% % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % else % % % % % % % % % % is % % % % % 
22583,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times print 'oke dan niet'
som is ask 'wat is 123-34'
if som is 89 print 'goed zo nu de volgende' else repeat 1 times print 'jammer die is fout'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % is ask % % % % is % % % -% % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % else repeat % % % % % % print % % % % % % % % % % is % % % % % 
22598,"print 'vandaag krijg je een toets'
antwoord is ask wil je beginnen?
if antwoord is ja print 'mooi' else repeat 10 times print 'oke dan niet'
som is ask wat is 123-34
if som is 89 print 'goed zo nu de volgende' else repeat 1 times print 'jammer die is fout'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % else repeat % % % % % % % print % % % % % % % % % % % % % % % is ask % % % is % % % -% % if % % % is % % print % % % % % % % % % % % % % % % % % % % % else repeat % % % % % % print % % % % % % % % % % is % % % % % 
23289,print '5 times 5 is ' 2+25,6,print % % % % % % % % is % % +% % 
23303,"answer is ask What is 10 plus 10?
if answer is 20 print 'Yes!' else print 'Noooo!'",6,% % % % % % is ask % % % % is % % % % % % % % % if % % % % % % is % % print % % % % % % else print % % % % % % % % 
23316,print 'would you like to know how much it is 5 times 25?',6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % 
23318,answer is ask would you like to know how much it is 5 times 25?,6,% % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % 
23323,"answer is ask would you like to know how much it is 5 times 25?
if answer is yes print 'it is ' 5*25",6,% % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % if % % % % % % is % % % print % % % is % % *% % 
23325,"answer is ask would you like to know how much it is 5 times 25?
if answer is yes print 'it is ' 5*25 else print 'i cannot do it'",6,% % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % if % % % % % % is % % % print % % % is % % *% % else print % % % % % % % % % % % % % 
23671,"keuzes is 1, 2, 3, 4, 5, regenwormen
punten is 0
worp is keuzes at random
print 'je gooide ' worp",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % 
23739,"print ""5 times 5",6,"print ""% % % % % % % "
23741,print 5 *  meh,6,print % *% % % 
23745,print '999 times 999 is ' 999 * 999,6,print % % % % % % % % % % % % is % % % % *% % % 
23746,print '999 times 999 is ' 999 * 99999999999999999999999999999999,6,print % % % % % % % % % % % % is % % % % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
24086,"print 'we gaan een quiz doen' 
print 'de quiz gaat over eten en dat moet je combineren met een land' 
zin is ask Heb je er zin in? 
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog' 
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.' 
print 'wat is 2 keer 2?' 
print 'Hedy doet een beetje irritant want het volgende werkt niet: print 2 keer 2 is 2 * 2 en dit heb ik in een andere hedy geprobeerd en dat werkt wel dus het is een bug.' 
taal is ask welke taal wil je? 
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programmeur die geen tijd had om het ook nog eens in verschillende talen te doen' 
print 'eerst een makkelijke' 
sushi is ask uit welk land komt sushi? 
if sushi is Japan print 'correct' else print 'incorrect het was Japan' 
print 'nu gaan we willekeurige vragen gebruiken.' 
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, curry 
eerste is Etensvragen at random
yarrak is ask uit welk land komt eerste 
",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % :print % % % % % % is % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % 
